,Churn,Item1,Item2,Item4,Item5,Item6,Gender,Age,Income,Marital,Children
4230,Yes,4,4,4,3,4,Female,41,12021.28,Widowed,8
4231,Yes,4,5,4,3,3,Female,62,55801.79,Divorced,1
4232,No,5,5,3,3,4,Female,57,36057.73,Widowed,0
4233,Yes,3,3,4,3,4,Male,69,86274.26,Separated,0
4234,Yes,2,3,3,2,4,Male,26,33554.09,Separated,1
4235,No,4,3,3,4,2,Male,59,31150.04,Married,0
4236,No,3,4,4,3,3,Male,83,56532.82,Married,0
4237,Yes,2,3,2,5,2,Female,54,47991.88,Widowed,0
4238,No,3,3,5,3,5,Female,49,21152.89,Divorced,0
4239,No,3,3,2,4,4,Male,43,50673.99,Never Married,1
4240,Yes,4,4,5,3,4,Male,40,16320.7,Widowed,0
4241,No,4,3,4,4,4,Male,56,16374.21,Separated,2
4242,No,3,3,5,3,2,Female,82,17778.12,Divorced,1
4243,No,3,3,3,3,4,Female,75,9479.49,Separated,4
4244,Yes,4,2,2,5,3,Female,22,86019.75,Separated,0
4245,No,3,4,2,3,2,Male,52,8122.26,Married,0
4246,Yes,4,4,4,4,3,Female,19,19211.13,Divorced,0
4247,Yes,2,3,5,3,4,Female,55,29711.39,Widowed,3
4248,Yes,3,3,3,2,3,Male,77,9954.05,Separated,1
4249,No,4,3,5,3,3,Male,56,258900.7,Divorced,0
4250,Yes,3,3,3,3,3,Male,25,105969.1,Divorced,4
4251,Yes,5,4,4,3,3,Female,46,25227.46,Separated,0
4252,Yes,5,4,5,3,3,Female,80,60866.81,Separated,1
4253,No,3,3,3,4,2,Female,70,70716.07,Never Married,0
4254,No,4,3,4,6,4,Male,71,115681.5,Widowed,2
4255,Yes,4,4,3,3,3,Female,59,41302.92,Divorced,3
4256,No,3,4,3,5,4,Female,76,15610.48,Separated,8
4257,Yes,2,3,4,1,4,Female,70,6119.53,Divorced,2
4258,No,3,3,4,4,3,Female,32,56607.8,Married,2
4259,No,6,4,5,2,4,Male,22,122756.3,Never Married,10
4260,No,3,3,3,2,5,Male,36,66737.35,Never Married,0
4261,Yes,3,3,3,4,2,Female,65,63033.65,Separated,0
4262,No,3,3,5,4,4,Female,88,9683.56,Widowed,0
4263,Yes,3,3,3,4,4,Female,27,70424.63,Married,0
4264,No,3,3,2,6,3,Male,19,39526.95,Married,2
4265,Yes,5,5,4,4,4,Female,83,31355.16,Married,1
4266,No,2,2,2,3,4,Male,70,22552.58,Separated,4
4267,Yes,2,2,2,3,3,Female,27,67600.28,Widowed,1
4268,Yes,4,4,5,3,5,Female,48,53516.91,Never Married,2
4269,Yes,3,5,3,4,3,Male,33,90633.74,Married,4
4270,Yes,4,3,3,3,3,Male,27,47989.95,Separated,0
4271,Yes,2,3,3,5,2,Female,23,4308.47,Married,1
4272,No,4,3,4,1,4,Female,69,13386.4,Divorced,2
4273,Yes,4,5,4,3,5,Female,37,23757.46,Separated,2
4274,No,4,5,4,3,5,Male,74,29311.58,Divorced,1
4275,No,5,5,3,3,4,Male,86,70250.39,Separated,1
4276,Yes,4,3,4,3,6,Female,43,23638.05,Widowed,5
4277,Yes,4,4,3,5,5,Female,26,84681.03,Widowed,0
4278,No,3,3,4,2,4,Female,23,2716.95,Never Married,0
4279,No,4,4,5,2,5,Female,87,32855.22,Separated,1
4280,No,3,3,3,4,3,Male,61,84478.95,Divorced,3
4281,No,3,3,4,4,4,Male,33,13106.6,Separated,1
4282,No,5,5,3,2,5,Female,21,51814.85,Separated,0
4283,Yes,5,4,4,3,3,Female,46,76134.13,Widowed,3
4284,No,3,4,2,5,2,Female,51,54290.34,Divorced,2
4285,Yes,5,4,5,2,5,Male,85,58516.37,Never Married,1
4286,No,3,2,5,4,4,Male,79,45122.17,Separated,1
4287,Yes,4,4,4,3,4,Male,35,34110.17,Never Married,0
4288,No,4,4,3,3,3,Male,56,14725.39,Separated,3
4289,No,3,5,3,5,3,Female,65,37261.82,Separated,0
4290,No,5,4,3,4,5,Female,73,44060.25,Never Married,2
4291,Yes,4,4,4,2,5,Male,35,17995.63,Married,2
4292,Yes,3,3,3,4,2,Female,35,72462.36,Married,1
4293,No,3,3,4,3,2,Female,31,6827.15,Never Married,2
4294,Yes,3,4,3,3,3,Male,50,37146.88,Separated,1
4295,Yes,4,3,1,5,3,Male,45,41973.28,Separated,3
4296,No,2,2,3,3,3,Male,54,17429.01,Separated,3
4297,No,4,5,3,4,3,Male,37,13722.37,Never Married,3
4298,Yes,3,3,1,5,2,Male,81,28181.92,Widowed,1
4299,Yes,2,2,4,3,2,Male,74,11222.72,Never Married,0
4300,No,3,2,3,5,3,Male,24,21966.39,Never Married,1
4301,No,4,3,4,4,3,Male,25,49718.59,Married,0
4302,No,3,2,2,4,3,Female,55,29622.06,Never Married,0
4303,Yes,5,5,4,3,4,Female,62,37251.6,Separated,2
4304,No,5,4,6,2,5,Female,89,61571.39,Divorced,4
4305,Yes,4,5,2,3,3,Male,77,10744.48,Divorced,4
4306,Yes,2,2,1,4,2,Male,77,33654.79,Widowed,0
4307,No,4,4,3,4,3,Male,57,38396.0,Never Married,5
4308,Yes,2,2,5,4,3,Male,50,13226.92,Widowed,3
4309,No,5,3,4,4,3,Male,35,46770.27,Separated,3
4310,No,4,4,5,3,3,Female,64,54315.92,Divorced,2
4311,Yes,1,2,3,4,3,Female,79,31063.83,Divorced,1
4312,No,4,4,4,3,4,Female,87,13470.92,Separated,0
4313,No,2,2,5,2,5,Female,57,114390.3,Separated,1
4314,Yes,3,2,3,3,3,Female,65,94296.35,Separated,0
4315,Yes,3,4,3,3,4,Male,38,66409.47,Separated,0
4316,No,2,3,4,2,4,Male,52,82955.59,Separated,4
4317,No,5,4,3,5,3,Female,83,41557.24,Married,0
4318,Yes,5,4,2,5,4,Male,42,15762.73,Married,4
4319,No,2,2,5,4,3,Male,76,54883.0,Widowed,1
4320,Yes,1,2,4,4,3,Female,27,39224.01,Married,1
4321,No,4,3,4,4,4,Female,37,88324.05,Divorced,0
4322,No,5,5,3,2,4,Female,81,46472.71,Widowed,4
4323,No,2,2,5,4,4,Male,45,114051.7,Married,2
4324,Yes,2,2,4,3,3,Female,74,47866.24,Married,0
4325,Yes,5,4,2,4,4,Female,37,47862.33,Separated,0
4326,No,5,5,4,2,5,Male,54,23513.12,Never Married,2
4327,No,2,3,2,3,3,Female,24,2781.14,Married,0
4328,Yes,5,4,3,3,5,Male,20,10325.85,Married,2
4329,No,5,4,4,3,6,Female,40,58142.74,Separated,0
4330,Yes,3,4,4,2,3,Male,72,26965.24,Divorced,2
4331,Yes,4,5,3,4,4,Female,79,22380.45,Separated,2
4332,No,5,5,5,3,5,Female,85,37525.01,Separated,4
4333,No,4,5,5,4,4,Female,72,12845.65,Separated,3
4334,No,1,3,4,2,5,Nonbinary,48,54174.87,Separated,0
4335,No,4,4,3,4,3,Male,33,38877.66,Separated,8
4336,No,2,2,3,1,3,Male,22,96925.17,Never Married,1
4337,No,3,3,4,3,4,Male,23,130732.2,Divorced,8
4338,Yes,2,2,3,3,2,Female,71,65207.61,Never Married,1
4339,Yes,3,4,4,3,4,Female,78,65564.74,Divorced,2
4340,No,3,3,5,2,4,Female,43,40034.32,Married,9
4341,Yes,3,4,4,2,4,Female,52,42523.79,Divorced,2
4342,Yes,3,3,5,2,4,Male,86,38499.66,Separated,1
4343,No,4,4,4,3,4,Female,54,18231.63,Married,8
4344,No,2,3,3,5,2,Male,44,16314.59,Separated,1
4345,Yes,3,4,3,3,4,Male,74,18620.8,Divorced,2
4346,No,4,4,3,4,3,Female,74,44526.16,Separated,1
4347,No,4,3,3,4,3,Male,48,23184.49,Widowed,4
4348,Yes,3,3,4,4,3,Female,81,38363.26,Separated,0
4349,No,3,3,4,2,3,Male,83,57119.13,Separated,0
4350,Yes,4,3,4,3,3,Female,68,45125.98,Never Married,1
4351,Yes,4,4,4,4,3,Male,53,24050.09,Divorced,7
4352,No,5,6,4,4,5,Female,54,20489.38,Widowed,3
4353,No,4,4,4,5,4,Female,41,18014.85,Separated,1
4354,Yes,2,3,4,2,4,Female,32,36377.21,Separated,10
4355,No,3,3,4,4,3,Male,27,11737.67,Divorced,1
4356,No,5,3,3,3,4,Female,47,49662.82,Never Married,0
4357,No,4,4,4,4,3,Female,50,21902.4,Widowed,3
4358,Yes,5,4,2,5,5,Male,26,20223.8,Never Married,3
4359,Yes,4,4,4,2,4,Female,89,63155.68,Widowed,2
4360,Yes,3,2,5,3,4,Male,40,26048.51,Married,4
4361,Yes,5,6,4,5,4,Female,83,8568.21,Married,0
4362,Yes,4,5,3,4,4,Male,71,25590.46,Never Married,0
4363,Yes,4,3,4,3,2,Female,89,4025.77,Never Married,2
4364,Yes,2,3,4,4,2,Male,25,48360.48,Divorced,3
4365,Yes,4,4,3,4,4,Female,40,44309.72,Widowed,1
4366,Yes,2,3,3,4,3,Male,36,60010.8,Married,0
4367,Yes,5,5,5,2,6,Male,70,89882.52,Divorced,3
4368,No,2,3,4,4,3,Female,81,86374.11,Married,3
4369,No,4,5,3,4,4,Male,70,34260.52,Never Married,3
4370,Yes,4,3,4,4,3,Male,74,27361.04,Widowed,4
4371,Yes,3,4,4,4,4,Male,79,76126.58,Divorced,2
4372,Yes,4,4,4,4,3,Male,66,31680.85,Divorced,2
4373,No,4,5,5,2,4,Male,38,31239.87,Divorced,6
4374,Yes,4,5,4,5,4,Male,25,30324.88,Never Married,4
4375,Yes,3,3,3,3,4,Male,34,134838.8,Divorced,2
4376,Yes,5,5,2,6,3,Female,42,33471.07,Widowed,0
4377,Yes,3,4,3,5,4,Female,79,40869.93,Widowed,4
4378,No,5,5,4,3,4,Female,26,60826.49,Separated,2
4379,No,3,3,4,3,4,Male,83,32783.94,Separated,1
4380,Yes,4,4,3,4,4,Male,86,16711.49,Never Married,4
4381,No,4,3,5,2,5,Male,55,49993.51,Never Married,2
4382,No,3,3,3,5,2,Female,31,29539.51,Never Married,1
4383,Yes,2,2,4,5,1,Female,55,45243.63,Widowed,1
4384,Yes,2,2,2,3,3,Male,87,15160.7,Divorced,1
4385,No,1,3,6,2,2,Male,84,42037.97,Married,1
4386,No,2,4,5,4,4,Male,48,34590.21,Divorced,1
4387,Yes,5,4,3,3,5,Male,21,1193.66,Never Married,0
4388,No,5,6,3,4,4,Male,42,10093.3,Divorced,4
4389,No,3,3,4,3,3,Female,82,38056.65,Divorced,3
4390,Yes,4,4,3,4,5,Male,31,48432.85,Widowed,2
4391,Yes,3,2,2,4,3,Male,19,57992.91,Divorced,3
4392,No,4,5,3,3,4,Female,30,74373.82,Married,1
4393,No,4,4,4,3,4,Nonbinary,25,79402.83,Married,2
4394,No,5,5,4,5,3,Female,26,30421.01,Never Married,3
4395,Yes,4,4,4,4,5,Male,57,66698.79,Divorced,0
4396,No,3,2,4,3,4,Female,56,18275.19,Married,0
4397,No,4,4,4,2,3,Male,89,40406.98,Divorced,0
4398,Yes,3,3,3,4,1,Female,84,45874.19,Married,1
4399,No,3,3,6,3,3,Female,56,6327.17,Divorced,5
4400,No,4,3,4,2,4,Male,52,76765.17,Never Married,1
4401,No,3,4,2,5,3,Male,78,28326.47,Never Married,0
4402,No,4,2,4,4,4,Male,33,42506.46,Separated,0
4403,No,5,5,4,5,4,Male,48,8874.14,Married,1
4404,Yes,3,4,5,3,3,Female,70,17844.64,Divorced,0
4405,Yes,3,3,2,4,2,Male,87,34923.5,Separated,3
4406,Yes,3,3,3,3,3,Female,49,156571.0,Separated,0
4407,Yes,3,3,6,2,3,Female,37,29101.96,Never Married,3
4408,Yes,4,3,3,2,4,Female,18,57578.24,Widowed,3
4409,Yes,6,4,4,3,4,Male,70,55903.55,Separated,1
4410,No,5,6,2,4,3,Female,51,18970.04,Married,2
4411,No,5,5,4,3,3,Female,29,37947.15,Divorced,1
4412,No,3,4,4,4,3,Female,29,88219.46,Married,0
4413,No,4,4,2,5,2,Male,29,39719.11,Married,1
4414,Yes,3,3,4,2,2,Male,89,20456.18,Widowed,3
4415,No,5,5,5,3,4,Female,76,42529.4,Never Married,3
4416,No,2,4,4,5,3,Female,19,77498.99,Widowed,6
4417,No,4,3,4,3,3,Nonbinary,26,14345.87,Never Married,2
4418,No,4,5,4,5,2,Male,21,36562.75,Divorced,6
4419,No,3,3,4,4,4,Male,77,1143.18,Never Married,1
4420,No,3,3,3,4,4,Female,29,41079.27,Widowed,1
4421,Yes,4,4,2,5,4,Male,33,8995.08,Never Married,1
4422,Yes,2,3,3,3,3,Female,21,40941.58,Separated,1
4423,Yes,2,1,4,2,3,Male,73,87527.27,Separated,0
4424,No,3,3,3,6,2,Male,75,5678.51,Divorced,1
4425,No,4,3,1,4,2,Male,77,15876.36,Separated,1
4426,Yes,1,2,4,4,2,Female,73,35665.19,Married,7
4427,Yes,3,4,5,3,6,Female,62,2772.21,Widowed,0
4428,Yes,2,1,2,3,3,Female,35,9121.25,Never Married,2
4429,Yes,4,4,3,3,3,Male,24,22041.68,Married,2
4430,Yes,3,4,5,4,5,Female,18,11574.18,Divorced,1
4431,No,4,4,5,3,4,Female,26,35553.18,Married,4
4432,No,3,4,2,5,3,Female,21,46506.9,Married,3
4433,No,5,3,3,4,4,Male,85,28522.56,Divorced,0
4434,Yes,4,4,4,3,4,Female,32,8641.78,Separated,2
4435,Yes,2,2,4,4,2,Female,63,38737.86,Separated,3
4436,Yes,3,3,4,5,3,Female,40,38294.57,Widowed,3
4437,Yes,5,3,2,4,3,Female,31,10046.87,Separated,5
4438,Yes,3,3,3,4,3,Female,66,23693.41,Separated,3
4439,No,4,4,4,4,3,Male,72,61617.28,Divorced,1
4440,No,5,5,5,1,5,Male,42,26577.44,Divorced,0
4441,Yes,4,4,3,4,3,Male,64,57546.52,Married,7
4442,No,3,4,4,5,3,Female,27,62893.96,Separated,1
4443,No,4,4,3,3,4,Male,74,25376.01,Married,2
4444,No,4,4,4,2,4,Female,45,19623.2,Divorced,4
4445,No,3,3,4,4,2,Female,57,23188.83,Separated,1
4446,No,2,3,5,2,3,Male,38,15377.23,Divorced,3
4447,Yes,4,2,3,6,2,Male,46,56868.44,Widowed,3
4448,Yes,5,4,5,3,4,Female,42,23813.32,Separated,4
4449,Yes,4,4,5,1,6,Male,62,32383.92,Divorced,3
4450,No,4,4,4,2,5,Male,47,5570.57,Widowed,2
4451,No,3,2,2,4,1,Female,38,47890.17,Married,3
4452,No,2,2,3,4,1,Male,45,58187.04,Divorced,3
4453,No,3,4,5,4,4,Female,77,14301.62,Separated,9
4454,Yes,3,2,3,3,4,Male,48,12122.59,Never Married,1
4455,No,3,3,3,4,3,Female,75,25130.75,Widowed,1
4456,No,4,3,3,3,4,Female,18,25947.16,Separated,0
4457,No,3,4,4,4,4,Female,36,71686.32,Married,1
4458,Yes,3,3,4,3,3,Male,40,14912.08,Separated,4
4459,No,2,4,5,4,2,Male,55,45856.05,Divorced,1
4460,No,3,3,4,2,3,Female,18,8894.87,Divorced,3
4461,Yes,4,5,3,3,5,Female,61,84292.41,Widowed,0
4462,Yes,4,4,2,3,4,Female,62,37029.52,Divorced,7
4463,Yes,4,4,3,3,5,Male,82,28823.65,Widowed,2
4464,No,3,2,5,3,4,Female,39,98176.66,Married,2
4465,No,3,3,2,5,3,Female,31,33568.24,Divorced,3
4466,No,3,4,4,4,3,Female,54,41931.72,Widowed,7
4467,Yes,4,4,2,4,3,Male,21,20057.8,Separated,1
4468,No,4,4,4,4,5,Female,49,110960.3,Married,1
4469,Yes,3,3,4,5,2,Male,42,33338.52,Married,7
4470,Yes,4,3,2,6,2,Female,33,1405.18,Divorced,4
4471,No,3,3,4,3,5,Female,62,67129.6,Never Married,1
4472,Yes,4,3,3,4,3,Nonbinary,88,143794.0,Never Married,2
4473,No,3,4,3,4,3,Female,36,22082.05,Married,2
4474,Yes,2,2,2,5,1,Male,38,32253.23,Divorced,4
4475,Yes,3,3,5,3,3,Male,82,100785.5,Separated,0
4476,No,6,6,4,3,6,Female,22,21395.1,Married,2
4477,No,1,1,5,2,4,Female,46,22922.41,Separated,2
4478,Yes,2,3,3,5,3,Female,37,7588.08,Widowed,4
4479,Yes,4,3,5,2,4,Female,22,57737.27,Never Married,0
4480,No,3,4,4,4,3,Female,51,35194.3,Separated,0
4481,Yes,4,4,3,3,4,Male,73,12409.38,Widowed,0
4482,No,4,4,5,1,4,Female,84,14146.51,Never Married,0
4483,No,7,5,4,3,5,Female,88,14821.76,Never Married,1
4484,Yes,5,4,6,3,4,Male,64,57588.9,Never Married,4
4485,Yes,4,4,4,3,4,Male,72,39382.66,Divorced,0
4486,No,5,4,4,3,4,Female,28,93909.59,Married,0
4487,Yes,4,4,4,4,3,Male,25,14738.27,Separated,4
4488,Yes,3,3,3,3,2,Female,58,83027.06,Widowed,1
4489,Yes,3,3,2,3,1,Male,74,25700.68,Never Married,0
4490,Yes,2,3,2,5,2,Female,87,18148.08,Never Married,0
4491,Yes,2,3,3,3,2,Female,32,8457.83,Never Married,0
4492,Yes,4,4,3,5,3,Male,27,29924.06,Never Married,3
4493,No,3,2,4,4,3,Female,61,48521.27,Widowed,4
4494,Yes,4,3,3,5,4,Male,30,13556.67,Never Married,9
4495,No,4,5,4,3,5,Female,60,45091.73,Widowed,1
4496,Yes,5,4,2,5,3,Male,81,55861.93,Divorced,1
4497,Yes,2,2,5,4,2,Female,83,13133.15,Widowed,0
4498,Yes,3,4,4,4,3,Male,63,16966.71,Divorced,3
4499,No,4,4,4,3,5,Female,50,54507.76,Separated,1
4500,Yes,5,5,3,5,4,Male,45,30502.48,Divorced,3
4501,Yes,4,3,3,4,2,Male,30,17739.09,Separated,1
4502,Yes,3,2,4,3,3,Male,87,348.67,Never Married,0
4503,No,2,2,4,2,3,Female,70,70656.34,Separated,1
4504,No,3,3,4,4,3,Female,28,30661.99,Divorced,0
4505,No,3,3,4,3,3,Male,45,75255.33,Never Married,2
4506,No,3,3,4,4,3,Male,35,114401.9,Widowed,1
4507,No,3,4,4,5,2,Male,37,9447.9,Married,4
4508,Yes,6,5,4,3,4,Male,50,25990.9,Married,0
4509,No,2,3,4,3,4,Female,34,22492.61,Married,1
4510,No,3,3,4,4,3,Male,58,23346.19,Never Married,7
4511,No,5,6,3,4,3,Male,42,84035.13,Widowed,3
4512,Yes,5,3,4,2,4,Female,63,27432.43,Divorced,2
4513,No,3,3,3,5,2,Female,78,30351.92,Divorced,1
4514,Yes,3,3,3,5,3,Female,89,22290.4,Widowed,7
4515,Yes,3,3,3,2,3,Male,18,21768.05,Divorced,3
4516,No,4,4,5,2,3,Male,89,17072.33,Divorced,0
4517,No,2,2,4,4,1,Male,66,61921.5,Never Married,10
4518,Yes,2,2,2,5,2,Male,53,15625.86,Widowed,2
4519,No,4,3,5,3,5,Female,44,34790.72,Never Married,1
4520,Yes,3,3,2,3,3,Male,66,118179.2,Widowed,4
4521,No,2,2,4,3,3,Male,85,38644.0,Widowed,1
4522,No,2,3,4,3,3,Female,62,72453.23,Widowed,2
4523,Yes,4,4,4,3,5,Male,28,23660.82,Divorced,1
4524,No,3,3,2,3,3,Female,55,12526.34,Widowed,3
4525,No,5,4,4,4,4,Male,55,79125.31,Married,2
4526,Yes,2,3,5,2,4,Male,59,15840.4,Divorced,0
4527,No,4,4,3,4,4,Male,28,13366.53,Never Married,0
4528,No,3,2,4,3,3,Male,38,48364.58,Never Married,2
4529,Yes,3,4,3,2,4,Nonbinary,79,94353.42,Never Married,1
4530,No,3,4,4,3,4,Female,34,66249.33,Never Married,1
4531,No,4,4,2,4,2,Male,61,35831.39,Divorced,9
4532,Yes,2,2,2,4,1,Male,71,93402.26,Divorced,2
4533,Yes,3,2,4,3,2,Male,89,33004.01,Separated,0
4534,No,4,4,4,3,3,Female,74,10992.6,Widowed,1
4535,Yes,4,3,4,3,3,Female,39,43769.45,Widowed,4
4536,No,2,2,4,4,4,Male,84,42889.58,Never Married,1
4537,No,5,5,3,3,3,Male,57,12204.42,Divorced,0
4538,Yes,4,3,5,1,3,Female,64,41895.1,Widowed,0
4539,No,4,4,3,4,3,Female,43,14233.75,Separated,4
4540,No,3,3,4,4,2,Male,76,22935.18,Widowed,1
4541,Yes,2,2,5,4,3,Female,53,21579.33,Never Married,2
4542,Yes,2,2,6,2,1,Male,75,26811.22,Divorced,0
4543,No,4,4,4,4,3,Female,30,85003.51,Never Married,9
4544,No,3,3,3,4,2,Male,78,3598.04,Never Married,2
4545,No,6,4,2,5,5,Female,22,69497.03,Separated,4
4546,No,4,3,3,3,4,Female,32,41207.42,Married,3
4547,Yes,5,4,2,5,4,Male,78,14825.22,Never Married,0
4548,Yes,2,3,4,4,3,Male,56,22142.61,Separated,10
4549,Yes,1,2,4,3,3,Female,79,69833.88,Married,1
4550,No,2,2,4,6,2,Female,68,60288.26,Separated,1
4551,Yes,4,3,3,3,4,Female,58,55582.0,Never Married,4
4552,Yes,3,2,4,2,2,Female,48,12224.95,Separated,4
4553,Yes,2,3,3,4,3,Female,70,6980.4,Widowed,4
4554,No,4,5,2,4,4,Male,67,27127.55,Separated,3
4555,Yes,3,3,3,5,4,Female,24,15544.73,Separated,1
4556,No,5,6,4,4,5,Female,44,64963.05,Separated,4
4557,Yes,2,2,5,4,2,Female,51,48170.55,Never Married,1
4558,No,3,3,5,5,2,Female,54,23918.86,Separated,0
4559,No,2,2,2,4,4,Male,24,33281.77,Separated,1
4560,No,2,2,3,4,3,Female,39,71032.95,Divorced,2
4561,Yes,3,4,5,3,4,Female,75,71503.36,Widowed,1
4562,Yes,4,4,3,3,3,Female,70,7257.49,Never Married,1
4563,Yes,5,4,3,3,4,Female,36,21092.07,Widowed,0
4564,No,3,3,5,3,4,Female,47,68629.48,Widowed,5
4565,Yes,4,3,3,3,4,Male,71,59242.86,Never Married,3
4566,Yes,3,2,3,3,2,Male,51,48114.78,Separated,0
4567,Yes,3,4,5,3,3,Female,85,7543.45,Married,2
4568,No,3,3,4,4,3,Male,79,8328.28,Divorced,2
4569,Yes,5,5,4,2,5,Female,69,48219.15,Separated,0
4570,Yes,3,3,4,4,3,Male,32,10607.43,Never Married,3
4571,No,3,3,3,4,3,Female,32,20998.16,Divorced,0
4572,No,4,4,6,1,4,Female,65,66156.08,Divorced,3
4573,No,3,3,3,3,2,Male,20,23334.38,Widowed,6
4574,Yes,4,3,4,3,4,Female,70,69183.29,Widowed,0
4575,Yes,3,3,4,3,5,Male,44,31012.18,Married,1
4576,Yes,5,4,2,5,3,Female,19,37461.63,Separated,1
4577,No,4,3,3,4,4,Female,21,42139.77,Married,0
4578,No,5,6,3,5,3,Female,74,16197.52,Separated,1
4579,No,4,4,4,4,3,Female,66,19161.27,Divorced,0
4580,Yes,4,3,5,2,5,Female,31,62028.51,Never Married,1
4581,Yes,3,4,2,6,2,Male,18,23055.92,Separated,2
4582,No,3,4,4,4,5,Male,37,50998.43,Divorced,8
4583,Yes,6,5,2,3,4,Female,35,52984.07,Married,3
4584,No,3,3,4,4,5,Nonbinary,78,41637.08,Widowed,3
4585,No,3,3,4,4,5,Male,61,81068.69,Widowed,1
4586,No,3,3,3,4,3,Female,57,40120.86,Married,1
4587,No,6,6,2,3,5,Male,74,51251.01,Widowed,6
4588,No,5,5,4,4,5,Male,19,11943.45,Divorced,0
4589,No,3,3,4,2,4,Female,53,38916.4,Divorced,1
4590,Yes,2,2,2,5,1,Nonbinary,69,42780.53,Divorced,2
4591,Yes,5,4,4,3,4,Male,38,48911.65,Married,2
4592,No,2,3,3,3,2,Male,74,79890.24,Separated,4
4593,No,5,5,2,4,4,Male,66,24929.75,Separated,1
4594,No,3,3,5,3,3,Female,87,58884.99,Married,4
4595,No,4,5,3,3,4,Female,55,48618.33,Never Married,1
4596,No,4,4,3,4,2,Female,25,23367.98,Never Married,0
4597,No,3,2,4,4,2,Female,20,27558.14,Never Married,3
4598,No,4,4,1,3,3,Female,82,46381.14,Separated,3
4599,No,4,4,4,4,4,Female,89,54862.38,Never Married,3
4600,No,4,5,5,2,5,Male,39,14638.15,Divorced,2
4601,Yes,3,4,3,4,3,Female,48,84113.15,Never Married,2
4602,No,3,3,4,3,4,Male,24,22467.91,Widowed,6
4603,No,3,3,3,4,2,Female,40,69433.42,Divorced,1
4604,No,4,3,3,5,5,Male,21,82130.46,Married,0
4605,No,4,5,4,5,4,Female,59,59532.16,Divorced,1
4606,No,3,5,4,3,4,Female,58,23080.06,Widowed,0
4607,Yes,4,4,5,3,4,Male,33,52137.85,Never Married,4
4608,Yes,4,3,4,3,3,Female,35,56315.69,Never Married,0
4609,Yes,3,3,3,5,3,Female,24,15091.63,Never Married,3
4610,Yes,5,4,4,3,4,Male,79,14541.24,Separated,8
4611,Yes,3,2,3,4,2,Female,40,41819.9,Widowed,1
4612,No,5,4,4,4,3,Male,75,116628.8,Divorced,3
4613,No,4,3,4,4,4,Male,73,8510.91,Divorced,3
4614,Yes,2,3,2,4,3,Female,21,54864.24,Divorced,3
4615,Yes,4,3,3,3,5,Male,75,51379.67,Separated,3
4616,Yes,5,6,4,3,6,Male,68,31469.99,Married,8
4617,No,4,3,4,3,4,Male,59,42452.02,Divorced,1
4618,Yes,4,3,3,4,4,Female,52,99168.2,Separated,2
4619,No,4,4,2,4,3,Male,20,15200.71,Divorced,1
4620,No,5,4,3,2,5,Male,86,23583.59,Widowed,1
4621,No,5,5,1,4,5,Female,27,43148.68,Married,1
4622,No,4,5,2,4,4,Male,67,7500.54,Never Married,1
4623,Yes,2,2,4,3,4,Female,37,3717.97,Widowed,0
4624,No,4,3,3,4,3,Female,41,19089.26,Widowed,4
4625,No,3,3,3,3,3,Female,29,54929.43,Never Married,4
4626,Yes,4,4,2,5,3,Male,31,25692.2,Never Married,9
4627,Yes,4,5,4,3,2,Male,57,1055.12,Divorced,0
4628,Yes,4,3,4,3,4,Male,55,28643.72,Separated,10
4629,No,2,1,5,5,3,Female,36,18232.01,Divorced,8
4630,No,3,3,4,3,3,Male,77,36545.88,Married,3
4631,No,3,4,2,3,4,Male,85,61034.25,Widowed,0
4632,Yes,2,3,2,3,3,Male,40,50321.62,Married,0
4633,Yes,2,3,2,4,5,Female,54,27152.87,Separated,4
4634,Yes,2,2,4,2,3,Male,77,32854.92,Never Married,1
4635,Yes,5,4,3,3,3,Female,34,20545.0,Divorced,0
4636,Yes,2,2,3,4,3,Female,21,33029.84,Widowed,2
4637,No,4,4,3,5,3,Female,32,34552.94,Married,1
4638,No,4,3,1,3,3,Female,80,6960.12,Divorced,1
4639,Yes,3,3,2,4,5,Male,49,30638.08,Married,1
4640,Yes,4,3,5,3,4,Male,33,18308.7,Widowed,1
4641,No,4,4,5,3,6,Female,65,44087.97,Divorced,2
4642,Yes,3,3,3,3,3,Female,45,77615.02,Separated,2
4643,Yes,4,4,2,4,3,Female,25,32005.71,Never Married,8
4644,Yes,4,5,3,5,4,Male,29,42123.52,Widowed,1
4645,No,5,4,2,4,5,Male,25,46766.41,Separated,8
4646,Yes,3,5,2,6,4,Male,80,12363.22,Divorced,0
4647,No,4,3,4,4,3,Male,76,9225.43,Widowed,3
4648,Yes,2,3,3,4,2,Female,40,25303.83,Married,2
4649,No,4,5,4,3,5,Female,36,34999.62,Divorced,0
4650,Yes,3,2,3,3,2,Male,87,50636.27,Never Married,4
4651,Yes,4,3,4,5,3,Female,21,133161.6,Never Married,2
4652,No,3,3,3,5,2,Male,29,50156.65,Separated,3
4653,Yes,4,5,3,3,5,Male,77,22842.54,Widowed,4
4654,Yes,4,5,4,3,4,Female,62,24528.06,Widowed,1
4655,Yes,4,3,3,5,3,Male,38,25707.64,Widowed,8
4656,Yes,3,3,4,3,3,Male,41,50135.13,Never Married,0
4657,Yes,4,3,3,6,3,Female,23,62214.19,Never Married,0
4658,Yes,4,3,4,3,3,Male,76,7377.09,Never Married,2
