,Population,Area_Suburban,Area_Urban,Children,Age,Income,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService_Fiber Optic,Phone,Multiple,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Tenure,Bandwidth_GB_Year,Email
3855,395,0.0,0.0,0,78,57641.23,0.0,0.0,0.0,1.0,1.0,0.0,2,0,1,0,0,0,1.0,1,1,1,0,1,0,10.45843,1240.211719,13
3856,586,1.0,0.0,0,62,57667.78,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1.0,1,1,0,1,1,0,21.42092,2120.230349,11
3857,3302,0.0,1.0,0,64,14746.24,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,1,0.0,1,0,1,0,0,0,34.49234,3346.893074,11
3858,2800,0.0,1.0,1,70,30805.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0.0,1,0,0,0,1,1,5.799375,978.4054903,14
3859,1692,0.0,1.0,2,53,48176.26,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,6.072026,1154.151996,14
3860,5494,0.0,0.0,2,82,8519.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,1.0,1,1,0,0,0,1,14.36438,1445.998649,12
3861,42041,0.0,0.0,1,58,54406.78,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,2,1,0,1.0,1,1,1,0,1,1,2.017622,816.9425462,13
3862,3531,0.0,0.0,4,54,16156.43,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,1,0,0,1,1,1,9.643609,1860.544496,9
3863,2007,1.0,0.0,4,60,16383.33,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,1,0,0,0,1,1,9.373591,1315.586731,7
3864,865,0.0,1.0,1,29,30772.72,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,2,1,1,1.0,1,1,1,1,0,0,16.22349,1747.966742,12
3865,32069,1.0,0.0,2,76,13162.55,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,1.0,1,0,0,0,0,1,1.481935,335.2998891,13
3866,363,1.0,0.0,0,81,21122.11,0.0,0.0,0.0,0.0,1.0,0.0,0,2,0,0,1,0,1.0,1,0,0,0,1,0,14.8386,1437.800807,12
3867,103,0.0,1.0,2,55,76763.34,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0.0,1,1,1,0,0,0,18.76373,2143.189724,12
3868,1004,1.0,0.0,0,80,11414.65,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0.0,1,0,0,0,0,0,6.101406,810.6535635,13
3869,4971,0.0,1.0,0,77,128728.3,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1.0,1,1,0,1,1,1,18.4468,2046.091342,8
3870,7789,0.0,0.0,2,79,36227.83,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,1,1,0,0,0,0,4.180338,790.0442858,13
3871,244,0.0,1.0,8,66,21909.54,0.0,0.0,1.0,0.0,1.0,0.0,2,1,0,0,1,0,1.0,1,0,0,0,0,0,9.548023,1054.031935,9
3872,955,0.0,1.0,0,27,23599.71,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,0,1.0,1,0,0,1,1,0,2.664026,579.0788972,12
3873,219,0.0,1.0,1,86,41467.24,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,1,1,1.0,1,1,1,1,0,0,9.621889,1023.023077,13
3874,49836,0.0,0.0,3,88,4196.99,0.0,0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1.0,1,0,0,0,0,1,11.09994,1114.819074,12
3875,6293,0.0,1.0,1,34,102089.7,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,1.0,1,0,0,1,1,1,7.623523,1306.124464,14
3876,30231,1.0,0.0,3,37,28902.72,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,1.0,1,0,0,1,0,0,12.7637,1355.525049,12
3877,5275,1.0,0.0,3,27,23102.45,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,1,0,0,0.0,1,0,0,0,1,0,3.115729,1079.325698,18
3878,20269,0.0,0.0,1,33,34945.56,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,1,1.0,1,1,0,1,0,1,31.44123,3069.097767,9
3879,926,0.0,0.0,3,19,22118.1,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,1,1,1,0,1,1,9.213435,1553.257429,11
3880,325,0.0,1.0,0,86,33861.89,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1.0,0,0,0,1,1,1,6.358996,954.1842126,15
3881,52967,1.0,0.0,0,73,41481.81,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1.0,1,0,0,0,0,0,7.097053,506.014128,13
3882,4351,0.0,0.0,3,22,71998.04,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1,0,1.0,1,1,0,1,1,1,8.081693,1512.206567,15
3883,372,0.0,1.0,4,46,30783.19,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,1,0,0,0.0,0,1,0,1,1,0,4.570915,1418.137965,15
3884,1033,0.0,0.0,4,44,29559.75,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1.0,1,1,1,0,1,1,3.590398,1173.536496,10
3885,4476,0.0,1.0,1,19,13233.4,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1.0,1,1,1,1,0,1,12.5247,1555.075783,11
3886,1256,0.0,0.0,6,74,60135.44,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,1,0,1.0,1,1,0,1,1,0,5.257695,1026.361306,13
3887,2618,0.0,1.0,1,86,16550.24,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,2,0,0,1.0,1,0,0,1,0,0,1.005104,252.1141473,7
3888,1410,1.0,0.0,4,85,13597.74,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,1,1,0,1.0,1,0,0,1,0,1,6.165028,934.5432733,12
3889,781,0.0,0.0,1,42,68443.57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,1,0,0,0,1,1,20.66493,2616.607102,17
3890,1589,0.0,0.0,1,81,33013.26,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,1,0,0,0.0,1,0,1,0,1,0,15.39326,1921.908003,16
3891,64,0.0,0.0,8,37,19184.88,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,2,0,0,1.0,1,0,0,1,0,0,8.752114,1180.747336,7
3892,136,0.0,0.0,8,62,18847.36,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,1.0,1,0,1,0,1,1,9.882614,1596.133478,10
3893,1033,0.0,0.0,8,85,25231.4,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1.0,0,0,0,1,1,1,3.657847,978.0906718,9
3894,1457,0.0,1.0,0,31,28814.47,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,1,1,0,0,0,0,28.2824,2945.865945,13
3895,3599,1.0,0.0,3,27,49497.16,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,2,1,1,1.0,1,1,0,0,1,0,4.72236,865.1029349,13
3896,5239,0.0,0.0,3,74,5986.91,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,0.0,1,0,1,1,1,0,8.386574,1474.927731,16
3897,264,0.0,0.0,0,62,17264.79,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,1,1,0,0.0,1,0,0,0,0,0,14.6317,1655.231847,14
3898,6686,1.0,0.0,2,48,68469.87,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,2,1,1,0.0,1,1,0,0,0,1,14.55,1990.499153,12
3899,10235,0.0,1.0,8,73,19002.4,0.0,0.0,0.0,0.0,1.0,0.0,2,3,1,2,0,0,0.0,0,1,1,1,0,0,10.90922,1473.227973,14
3900,5429,1.0,0.0,1,66,13900.27,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0.0,1,1,1,0,0,0,11.51439,1559.33881,7
3901,2201,0.0,0.0,6,69,44877.7,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,1,0,0,1,0,0,13.72584,1835.292593,14
3902,9836,0.0,1.0,2,40,57182.71,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,1.302103,511.2155972,16
3903,23247,1.0,0.0,4,42,90902.55,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0,0,1.0,1,0,1,1,1,0,1.940789,754.1266839,10
3904,768,1.0,0.0,1,75,93343.17,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,1.0,1,1,0,0,1,0,7.495947,826.366889,11
3905,1788,1.0,0.0,2,69,13626.49,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,1,0,0.0,1,0,0,1,1,0,15.88445,2131.892874,14
3906,9496,1.0,0.0,2,33,19029.8,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,0,1,1.0,1,1,0,0,0,0,8.666281,1062.367672,9
3907,1702,0.0,1.0,0,87,22021.4,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,1,0,0,1.0,1,1,1,0,0,1,2.970609,511.1215788,14
3908,15569,1.0,0.0,0,57,20611.13,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,2,0,0,1.0,1,1,0,1,0,0,11.00328,1207.589721,12
3909,27766,1.0,0.0,4,56,49150.41,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,2,1,0,1.0,1,1,0,1,0,1,5.21614,1019.501584,16
3910,7093,1.0,0.0,1,55,68622.59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0.0,1,0,0,0,1,0,8.813715,1426.604038,10
3911,13489,1.0,0.0,0,28,32464.51,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,1,0,1.0,1,1,1,0,1,1,13.04025,1792.010429,15
3912,1554,1.0,0.0,0,64,100860.9,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0.0,1,0,1,1,1,0,21.29638,2558.308043,15
3913,1920,1.0,0.0,3,40,3450.88,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2,0,0,0.0,1,1,1,1,0,0,4.86918,760.8370835,10
3914,727,0.0,1.0,2,82,49527.05,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,1,0,1.0,1,0,0,1,1,1,5.145314,972.1523011,12
3915,34470,0.0,0.0,0,22,85180.31,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1.0,1,0,1,0,1,0,17.22292,1769.609462,9
3916,32739,0.0,0.0,1,22,12211.05,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,1,1,1.0,1,0,1,1,0,0,2.348003,562.038508,9
3917,40447,0.0,1.0,1,56,121668.3,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1.0,1,1,0,1,0,1,4.629362,801.1054209,14
3918,2557,0.0,0.0,4,50,16585.68,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,9.197686,1685.817734,12
3919,51275,0.0,0.0,2,40,32524.56,0.0,1.0,0.0,0.0,1.0,0.0,2,0,0,1,1,0,1.0,1,1,1,1,1,0,7.816759,1299.583627,11
3920,1911,0.0,0.0,2,41,74249.58,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0.0,1,1,0,1,1,0,3.230823,1178.011696,10
3921,8750,1.0,0.0,2,52,81482.8,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,1,0,0.0,1,0,1,1,0,1,4.655119,843.1843931,13
3922,375,1.0,0.0,0,53,26092.38,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0.0,1,0,0,1,0,0,8.931572,979.002185,11
3923,1485,0.0,0.0,2,64,101628.9,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0,0,1,0,1.0,1,0,1,1,0,1,2.567035,717.8935328,10
3924,5300,1.0,0.0,0,50,60781.41,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0.0,1,0,1,1,1,0,4.066843,1192.457478,11
3925,114,0.0,1.0,3,67,5831.16,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1.0,1,0,0,1,0,1,10.86326,1265.450999,16
3926,1783,0.0,1.0,1,89,16990.72,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,32.73358,3343.612596,9
3927,624,0.0,0.0,0,63,88741.41,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1.0,1,0,0,0,0,1,4.422442,479.3287784,16
3928,203,0.0,1.0,1,77,85485.94,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,2,0,1,1.0,1,1,0,1,0,1,6.611696,805.2130716,16
3929,3199,1.0,0.0,8,25,73794.78,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,1.0,1,0,0,0,0,0,7.778058,965.4661617,9
3930,27532,1.0,0.0,6,52,15278.16,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,1.0,1,1,1,0,1,0,6.247141,1118.046807,12
3931,3068,0.0,1.0,9,75,54270.13,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1.0,1,0,1,0,0,0,13.10595,1424.90105,16
3932,41387,0.0,1.0,2,38,30023.57,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,1,1,1,1.0,1,0,0,1,0,0,8.920338,1003.68472,10
3933,1045,1.0,0.0,9,24,42008.27,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,1,0,0.0,0,0,1,0,0,0,7.369734,1622.201707,12
3934,918,0.0,1.0,3,20,56427.16,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,0,0,1,0.0,0,0,0,1,0,1,8.160495,1689.545339,9
3935,1797,0.0,1.0,0,26,48131.25,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1.0,0,1,0,1,0,1,8.30949,1080.752449,13
3936,257,1.0,0.0,3,54,32869.26,0.0,1.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,1.0,1,1,0,0,0,0,20.44277,1826.132589,17
3937,1306,0.0,1.0,3,47,34638.98,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,2,0,0,1.0,1,0,0,0,1,1,7.626943,1227.038436,12
3938,19669,0.0,0.0,0,75,11611.46,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,1.0,1,0,1,0,1,1,2.326316,768.9098018,14
3939,19393,1.0,0.0,0,25,6228.97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,1,0,0,1,2.142469,1058.572083,11
3940,10494,1.0,0.0,0,50,12501.26,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,1.0,1,1,0,0,1,1,7.233075,1121.796023,10
3941,223,1.0,0.0,9,58,34404.66,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,2,0,1,0.0,0,0,0,0,1,1,23.49138,3174.219068,12
3942,54,0.0,1.0,9,31,55521.06,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,0,1,1.0,1,1,1,0,1,1,2.086344,1110.320153,9
3943,678,1.0,0.0,2,74,26826.72,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,1.0,1,0,0,1,1,1,13.41057,1765.087747,8
3944,1020,0.0,0.0,0,31,87147.55,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1,0,1.0,1,1,0,1,1,0,4.008932,880.3136958,16
3945,29020,0.0,0.0,7,78,17667.81,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1.0,1,1,0,0,1,1,25.43212,2864.553994,10
3946,917,0.0,0.0,3,70,63932.89,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1,1.0,1,0,0,1,0,1,11.38257,1294.33801,12
3947,999,1.0,0.0,0,62,68509.1,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,1,0,0,1,0,0,13.25185,1639.020185,9
3948,63393,0.0,1.0,0,68,45530.8,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,1,0,0,1,0,0,5.733719,918.1830814,9
3949,926,1.0,0.0,1,53,7162.12,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,1,0,1.0,1,0,0,0,0,0,11.9008,991.6569518,12
3950,1108,1.0,0.0,1,42,62968.8,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0.0,1,1,1,1,1,0,7.022294,1482.762683,9
3951,34950,1.0,0.0,0,37,13383.49,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,2,1,1,0.0,1,0,0,0,1,1,8.770703,1265.511252,15
3952,54464,0.0,0.0,3,48,60325.3,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,1,0,0,1,1,1,3.08219,1316.126296,13
3953,861,0.0,1.0,8,19,166553.1,0.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,1,0,0.0,1,0,1,0,0,1,4.538742,1368.093103,14
3954,1227,0.0,0.0,0,65,41624.04,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0.0,1,0,0,0,0,1,8.525122,889.7590173,9
3955,1398,0.0,0.0,3,77,58974.46,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,1,1,1.0,1,0,0,0,1,1,2.09202,628.1057927,13
3956,2107,1.0,0.0,3,36,84405.81,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,0,1,1.0,0,0,0,0,0,0,9.312768,983.5145753,13
3957,1949,1.0,0.0,4,67,72367.44,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0.0,1,1,0,1,0,0,16.74968,2099.998325,14
3958,587,0.0,0.0,2,82,15293.02,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0.0,1,0,0,0,0,1,6.162825,702.030012,12
3959,4907,0.0,1.0,0,23,26493.5,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1.0,1,0,0,1,1,0,1.578151,588.3651083,17
3960,1921,0.0,1.0,0,68,55556.96,0.0,1.0,0.0,0.0,1.0,0.0,2,0,1,1,1,0,0.0,1,1,0,0,1,1,10.29135,1859.062929,12
3961,5115,0.0,0.0,3,27,44172.66,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,2,0,0,1.0,1,0,0,0,0,1,4.01663,734.4252105,11
3962,489,0.0,0.0,0,61,59861.32,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,0,0,0,0.0,1,0,0,0,0,0,10.70081,1417.244497,8
3963,3213,0.0,1.0,2,25,20638.11,0.0,0.0,1.0,0.0,1.0,0.0,3,0,1,0,0,0,0.0,1,1,1,0,1,0,7.890442,1593.482092,9
3964,42059,0.0,0.0,1,82,58077.49,1.0,0.0,0.0,0.0,1.0,0.0,2,0,0,2,1,0,0.0,1,0,0,0,0,1,15.68627,1448.715638,17
3965,16943,0.0,0.0,3,29,14540.8,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,2,1,0,0.0,1,0,0,0,1,1,11.5365,2105.034412,13
3966,236,1.0,0.0,3,87,28665.69,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1,0,1.0,1,0,1,0,1,1,10.88054,1480.104233,14
3967,9709,1.0,0.0,1,38,24485.6,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,1.0,0,0,1,0,1,1,4.198245,1078.709113,11
3968,2674,0.0,1.0,5,57,25220.46,0.0,0.0,0.0,1.0,1.0,0.0,1,2,0,1,0,1,0.0,1,0,1,1,1,0,5.500175,1407.105672,17
3969,36409,1.0,0.0,2,37,10204.37,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,2,1,0,0.0,1,0,1,0,0,1,15.37432,2007.890075,14
3970,21156,0.0,0.0,1,35,139474.8,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,2,1,0,0.0,1,1,0,0,1,1,6.435125,1132.054698,6
3971,3916,0.0,0.0,1,76,65782.7,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,1,1,0.0,1,1,0,1,1,1,5.377803,1465.534225,10
3972,12918,1.0,0.0,9,21,29973.85,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,1,0,1,1.0,1,0,1,0,1,1,11.98109,1967.055899,10
3973,3196,1.0,0.0,3,21,50562.37,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,0,1,0,0.0,1,0,0,0,0,1,4.418665,1290.002306,16
3974,2381,0.0,0.0,1,36,18070.29,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0.0,1,0,1,1,0,1,26.14972,2957.287141,9
3975,9339,1.0,0.0,0,84,26943.66,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1.0,1,1,0,1,1,1,3.430472,924.9352116,11
3976,1605,1.0,0.0,0,33,72504.63,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,2,1,0,1.0,0,0,0,0,1,1,9.104003,1305.935649,13
3977,9612,0.0,1.0,0,51,78193.51,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,0,0.0,1,0,0,0,1,0,3.932102,928.1223375,13
3978,143,1.0,0.0,7,33,16859.67,0.0,0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1.0,1,0,1,0,1,0,2.473299,787.5389871,13
3979,24774,0.0,1.0,1,80,5864.01,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0.0,1,0,0,0,0,1,9.8256,1306.270891,6
3980,48008,1.0,0.0,3,76,42998.95,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,0,1.0,1,1,0,0,0,0,5.614935,617.0043032,9
3981,2703,1.0,0.0,1,47,93137.85,0.0,0.0,0.0,1.0,1.0,0.0,2,2,0,1,1,1,1.0,1,1,1,1,0,0,8.475773,1139.265638,16
3982,5455,0.0,0.0,1,52,15534.13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,0,1.0,1,1,0,0,1,0,14.14568,1531.785841,13
3983,1117,1.0,0.0,2,42,67376.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1.0,1,1,0,1,0,0,7.62689,959.3986136,11
3984,2325,0.0,0.0,4,62,57503.75,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,2,1,1,1.0,1,1,0,0,0,1,3.199643,577.5034833,10
3985,21319,1.0,0.0,3,76,189938.4,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1.0,1,1,0,0,0,1,6.833364,798.557141,12
3986,903,0.0,1.0,3,55,64821.36,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1.0,1,0,0,1,1,1,3.250618,889.1589238,13
3987,11393,1.0,0.0,1,81,25832.88,0.0,0.0,0.0,1.0,1.0,0.0,1,0,1,0,0,1,1.0,1,1,0,0,1,0,9.820347,1044.205309,13
3988,464,0.0,0.0,7,78,16720.22,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1.0,0,1,0,0,1,1,3.488459,1023.807054,11
3989,4037,0.0,1.0,3,42,116396.5,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,2,0,0,1.0,1,1,1,1,1,0,13.21976,1680.40703,12
3990,585,0.0,0.0,0,34,64868.33,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0.0,1,0,0,0,0,0,2.758928,777.0645087,12
3991,7714,0.0,1.0,2,30,22227.6,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0.0,1,1,0,1,0,0,1.399445,901.9731056,11
3992,6464,0.0,1.0,2,52,77013.22,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0.0,1,1,0,1,1,0,15.91192,2214.777592,11
3993,69,0.0,0.0,0,70,30328.46,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1.0,1,0,0,0,0,1,5.595446,630.454611,12
3994,3463,0.0,1.0,1,38,39124.98,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,17.30249,2224.045421,12
3995,2107,1.0,0.0,5,35,13991.22,0.0,0.0,0.0,1.0,0.0,0.0,0,3,0,1,1,0,0.0,1,0,0,0,0,0,18.1201,1683.407282,10
3996,6750,1.0,0.0,3,48,13424.34,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,1,0.0,1,1,0,0,0,1,26.06474,2960.453451,11
3997,270,0.0,1.0,1,40,23263.37,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,1.0,1,0,0,0,1,0,5.018901,798.4043093,10
3998,0,0.0,1.0,2,77,49705.64,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1.0,1,0,0,1,0,1,6.053801,800.6201669,5
3999,1174,1.0,0.0,4,49,71323.38,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,1.0,1,0,0,0,1,1,2.366635,773.1936845,13
4000,5144,1.0,0.0,2,52,42761.9,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1.0,1,1,1,0,0,1,1.669639,498.5585239,18
4001,46,0.0,1.0,0,25,73571.78,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,1.0,1,0,1,1,1,1,7.038169,1280.711037,11
4002,230,0.0,1.0,5,46,28900.31,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,1.0,1,1,1,0,0,0,11.40214,1326.326983,10
4003,57658,1.0,0.0,0,61,12261.86,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,2,0,0,1.0,1,0,0,0,1,0,33.19612,2960.494504,14
4004,12968,0.0,1.0,0,71,21896.48,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,1.0,1,1,1,0,1,0,2.198687,410.7935286,10
4005,2349,0.0,1.0,0,43,36113.68,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,2,1,1,1.0,1,0,1,1,1,1,14.16299,1890.634177,9
4006,8510,1.0,0.0,0,52,16375.5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0,0,1.0,1,0,1,0,1,0,6.408823,874.6357853,12
4007,6672,0.0,1.0,1,50,27504.76,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1.0,1,0,0,1,1,0,2.438513,520.3000287,9
4008,2988,0.0,0.0,1,22,129473.6,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,1.0,1,0,1,1,1,1,21.51433,2554.531054,13
4009,153,1.0,0.0,1,52,7019.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,2,0,0,1.0,1,0,1,1,0,0,2.235315,458.7691639,10
4010,83,1.0,0.0,1,50,41192.07,0.0,0.0,0.0,0.0,1.0,0.0,5,1,0,1,0,0,1.0,0,1,0,1,0,1,4.541407,895.8563668,11
4011,33960,1.0,0.0,3,52,19839.57,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,1,0,5.107455,1113.503645,10
